"","MAXENTROPY_LABEL","MAXENTROPY_PROB","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","TREE_LABEL","TREE_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","SLDA_LABEL","SLDA_PROB","MANUAL_CODE","CONSENSUS_CODE","CONSENSUS_AGREE","CONSENSUS_INCORRECT","PROBABILITY_CODE","PROBABILITY_INCORRECT"
"162","1",0.99999999999443,"1",0.94071737836332,"1",0.715269567246307,"2",0.714285714285714,"2",0.982013790037908,"2",0.64,"2",0.960192085368878,1,2,4,1,1,0
"163","1",0.999999999988973,"1",0.935679720085349,"1",0.673682852289088,"2",0.526682134570766,"1",0.5,"1",0.88,"1",1,1,1,6,0,1,0
"164","1",0.999999827439405,"1",0.763754728995384,"2",0.606019249705607,"2",1,"2",0.880797077977882,"2",0.8,"2",0.99884198846816,2,2,5,0,2,0
"165","2",0.99999932031429,"2",0.757015299508707,"2",0.762654093017069,"2",0.526682134570766,"2",0.982013790037908,"2",0.52,"2",0.999999873961471,2,2,7,0,2,0
"166","1",0.999967173813321,"1",0.728931580242921,"1",0.704178638485037,"2",0.526682134570766,"1",0.880797077977882,"1",0.72,"1",0.923351139700593,1,1,6,0,1,0
"167","1",0.9999965678986,"1",0.742564471653588,"1",0.666600367860851,"2",0.526682134570766,"2",0.880797077977882,"1",0.56,"1",0.999999999999976,2,1,5,1,1,1
"168","2",0.999999718008896,"2",0.817973170046344,"1",0.894044784546422,"1",0.814814814814815,"1",0.5,"1",0.8,"2",0.999999999999996,1,1,4,0,2,1
"169","1",0.999999999998644,"1",0.994111058693453,"1",0.986730233047121,"1",0.841463414634146,"1",0.982013790037908,"1",0.92,"1",0.999999999999996,1,1,7,0,1,0
"170","1",0.999986898947872,"1",0.892500359159709,"1",0.726148612494724,"2",0.526682134570766,"1",0.880797077977882,"1",0.72,"1",0.999999997511429,1,1,6,0,1,0
"171","2",0.999977025378474,"2",0.578463636386501,"1",0.643519689574084,"2",0.526682134570766,"2",0.880797077977882,"2",0.68,"2",0.999999999999652,1,2,6,1,2,1
"172","2",0.999999999999935,"2",0.91934756944007,"2",0.890871758180068,"2",0.714285714285714,"2",0.999664649869534,"2",0.92,"2",0.999999633207298,2,2,7,0,2,0
"173","1",0.999995054372643,"1",0.767603495665987,"2",0.654120970435109,"2",0.526682134570766,"1",0.5,"1",0.6,"2",1,1,1,4,0,2,1
"174","1",0.999985341052129,"1",0.704080645590313,"1",0.814039240064124,"1",1,"1",0.5,"1",0.68,"1",0.96928441255316,1,1,7,0,1,0
"175","1",0.999935265285483,"1",0.895672358924335,"1",0.862141303380512,"2",0.526682134570766,"1",0.880797077977882,"1",0.92,"1",1,1,1,6,0,1,0
"176","2",0.999998887767144,"2",0.741438388091998,"2",0.643621949814942,"2",0.526682134570766,"1",0.5,"1",0.64,"1",0.996032534536509,2,2,4,0,2,0
"177","1",0.99998389330909,"1",0.609073855027792,"1",0.636311545483774,"2",0.526682134570766,"1",0.5,"1",0.64,"1",0.999999999999999,1,1,6,0,1,0
"178","1",0.999999997081359,"1",0.745416462514743,"1",0.61868985400571,"1",0.88,"1",0.997527376843365,"1",0.88,"1",0.999975359394418,1,1,7,0,1,0
"179","1",0.999999715326971,"1",0.831340544960492,"1",0.94219491917631,"1",1,"1",0.982013790037908,"1",0.72,"1",0.999999021713129,1,1,7,0,1,0
"180","1",0.999999999999997,"1",0.97544185684688,"1",0.887263523540614,"1",0.841463414634146,"1",0.982013790037908,"1",0.68,"1",0.999999999385984,1,1,7,0,1,0
"181","2",0.999997952956435,"1",0.751463245844163,"2",0.978334404088313,"2",0.526682134570766,"1",0.880797077977882,"1",0.56,"1",0.821391587538562,1,1,4,0,2,1
"182","2",1,"2",0.958610002562955,"2",0.797740182270599,"2",0.526682134570766,"2",0.982013790037908,"2",0.88,"1",1,1,2,6,1,2,1
"183","2",0.999998093661069,"2",0.533013875277877,"2",0.882424861826682,"1",0.841463414634146,"1",0.5,"1",0.76,"2",0.743140462056588,2,2,4,0,2,0
"184","1",0.999405300141469,"1",0.655456946964853,"1",0.917733721295962,"1",0.841463414634146,"1",0.880797077977882,"1",0.88,"2",1,1,1,6,0,2,1
"185","2",0.998786644853328,"2",0.762632890118283,"2",0.550240982342335,"2",0.526682134570766,"2",0.880797077977882,"1",0.56,"1",0.733186683825332,2,2,5,0,2,0
"186","1",0.999999990279628,"1",0.857344352867584,"1",0.881736759017492,"1",0.875,"1",0.880797077977882,"1",1,"1",0.999999999991149,1,1,7,0,1,0
"187","1",0.999999996087052,"1",0.800735919937626,"1",0.715299278703825,"2",0.526682134570766,"1",0.880797077977882,"1",1,"1",0.999940720877526,2,1,6,1,1,1
"188","2",0.999999995718605,"2",0.747081674958307,"2",0.984564363923339,"2",0.526682134570766,"1",0.5,"2",0.64,"2",0.999999999999958,2,2,6,0,2,0
"189","1",1,"1",0.99999999997851,"1",0.999999770499221,"2",0.526682134570766,"1",0.982013790037908,"1",0.64,"1",1,1,1,6,0,1,0
"190","2",1,"2",0.97317149503141,"2",0.969098178729242,"2",0.714285714285714,"2",0.997527376843365,"2",0.92,"2",0.999999999308775,2,2,7,0,2,0
"191","2",0.999999999820511,"2",0.892958580293484,"2",0.987256042572807,"2",0.526682134570766,"2",0.880797077977882,"1",0.52,"2",0.999998086471609,2,2,6,0,2,0
"192","2",0.99999999965615,"2",0.894776999571264,"2",0.701438128808561,"2",0.714285714285714,"2",0.982013790037908,"2",0.84,"2",0.999999998651591,1,2,7,1,2,1
"193","2",0.999999999981554,"2",0.934955884901233,"2",0.90977324391805,"2",0.714285714285714,"2",0.982013790037908,"2",0.96,"1",0.999902692358452,2,2,6,0,2,0
"194","1",0.998422696080828,"1",0.670507698391667,"2",0.500296970087934,"2",0.526682134570766,"1",0.880797077977882,"1",0.56,"1",0.954962485651695,2,1,5,1,1,1
"195","2",0.991606274766747,"2",0.776748342210723,"2",0.52449902380255,"1",0.841463414634146,"1",0.5,"1",0.92,"2",0.999999822285093,1,2,4,1,2,1
"196","1",1,"1",0.999999948394477,"1",0.984817766617138,"2",0.526682134570766,"1",0.880797077977882,"1",0.96,"1",1,1,1,6,0,1,0
"197","1",0.997199836170122,"1",0.523765563924472,"1",0.657327935140177,"1",1,"1",0.880797077977882,"1",0.64,"2",0.999999999998693,1,1,6,0,1,0
"198","2",0.999999919374366,"2",0.814627243167263,"1",0.608243019453749,"1",0.814814814814815,"1",0.880797077977882,"1",0.84,"2",1,1,1,4,0,2,1
"199","2",0.99987372316749,"2",0.58509610512023,"2",0.885777191365423,"2",0.526682134570766,"2",0.982013790037908,"1",0.56,"2",0.999999997093158,2,2,6,0,2,0
"200","1",0.999999999829764,"1",0.904646753761974,"1",0.953483954907315,"1",0.841463414634146,"1",0.5,"1",0.8,"2",0.99991334078449,1,1,6,0,1,0
"201","2",0.999999999999927,"2",0.946320811991857,"2",0.987073682450136,"2",0.526682134570766,"2",0.997527376843365,"2",0.68,"2",1,1,2,7,1,2,1
"202","2",0.994092292015742,"2",0.717824795342602,"1",0.544782289132973,"2",0.526682134570766,"2",0.880797077977882,"1",0.68,"2",0.999999973973533,1,2,5,1,2,1
